,index1,context,Label,혐오 대상,혐오대상(세부),cluster10,cluster20,cluster30
20516,11246,나도 총기소유 합법화 하자는 얘기는 당연히 아님 그냥 총기가 합법화 됐을때 짤처럼 까스통이 저렇기 총 든다면 순식간에 벌집이 될꺼라는 얘기지 총기합법화는 나도 반대임,정상,,,8,0,17
20518,17118,"마약사범 차량 막아선 경찰관 중상 차에 새겨진 그때의 상처전북청 마약범죄수사대 경감, 차량에 깔려 머리 등 다쳐 이송사고 후 경찰이 압수한 차량 촬영 나보배 전주 연합뉴스 나보배 기자 직각으로 휘어버린 보닛, 내려앉은 번호판 너덜너덜 찢기고 구부러진 앞 범퍼 12일 전북경찰청 뒤편 주차장에 세워진 검은색 승용 차량의 몰골은 처참했다 경찰이 압수한 마약 용의자 차량 하다하다 이젠 마약 밀매까지ㅡㅡ",정상,,,2,7,8
20520,23879,며칠전 식당에서 밥먹다가 뉴스보다보니까 윤석렬 대선후보 선호도 증가 대충 기사가 나오던데 대선후보,정상,,,1,1,29
20521,8518,플러스 요소 통제사 E순신과 무적의 조선수군 전라도 디펜스 라인 김시민 과 진주성 한반도 전체에 산개한 의병 훌륭한 기개의 몇몇 장수들 명나라 원군 초기 류성룡 전시내각 운영 마이너스 요소 이순신 압송후 통제사에 오른 블랙원균레이몬 무능왕 선조 전쟁 휴전 와중에 터진 반란 찐따스러운 기개의 많은 장수들 명나라 개트롤러와 그 일당들 중 후기 더이상의 자세한 설명은 생략한다,정상,,,8,3,9
20523,7817,봉술좀 하실것 같네,정상,,,9,9,1
20524,589,EA 인줄 ㅋㅋ,정상,,,3,6,12
20525,6686,말파리 유충,정상,,,7,13,24
20526,15355,저거 대량청구해서 재개발비용 충당한다는 계획이었던걸로 알고 있는데 역시 오세훈이랑 붙어있으니 살아남는군요 멀쩡한 시민단체는 예산낭비 불법단체로 몰더니 전광훈교회는 서울시예산을 쓸어가는중,정상,,,4,11,22
20527,11745,ㅋㅋ그러게,정상,,,3,6,12
20528,6692,그쵸 민주당이나 국힘당이나 나쁜짓 하는건 도찐개찐입니다 근데 중요한건 민주당은 경제는 뒷전이고 말로만 다합니다 국민 먹고사는게 더 힘들어져서 문제 무능함 못 고치면 노답임,정상,,,8,3,9
20529,23499,Defrty 완전히 다르지도 않음낙태 찬성 주장에서 내세우는 것 중 하나가 태아는 인간이 아니라 세포 덩어리고 따라서 낙태는 My body my choice 라는것인데 안락사도 my body my choice에 당연히 해당되잖아,정상,,,6,12,13
20531,2234,요즘 코노플리얀카도 링크없져,정상,,,7,5,2
20534,7356,일본 출산율이 1 3아래로 내려가자 국가 재난 선포 저출산을 극복하기위해 온갖 노력을 함 출산율 1 4중반까지 올라가며 어느정도 극복한국 출산율이 0 84로 세계 역사상 유례없는 초저출산 국가로 국가 저출산으로 소멸하는 세계 1호 국가가 될것이라고 학자들은 예상하고 있음 재미있는 이슈 아무도 관심없음 남녀갈라치기 열심히 하는중넘사벽으로 일본 정치인들이 수준 높음,정상,,,2,12,19
20537,28171,그리고 깨어있는 척 존경하는 척 말하면서 게이의 비하 발언인 똥꼬충이라는 말 같은거나 쓰는거 지적했더니 바로 욕 나오는 인성 오졌따리 오졌따,맥락적 정상,['성소수자'],['게이관련'],9,9,4
20538,29048,시애틀 시에 틀 앜ㅋㅋㅋㄱㅂㅋ,정상,,,3,6,12
20539,14367,여자친구의 사촌오빠가 당한 피해상황 여친의 사촌오빠 중에 정신지체 장애인이 있는데 그 사촌오빠가 예전에 가출을 했다가 돌아왔는데 나중에 통신사에서 통신비 연체했다고 고지서가 날라왔는데 그 비용이 합쳐서 1700만원 이상 제가 전에 그 이야기 듣고 방통위 등에 신고하고 소송걸라고 했던 적이 있었거든요 그런데 그 피해당한 사촌오빠의 친형이 로펌 변호사 처음 맡은 사건이 자기 친동생 핸드폰 사기피해 사건이라고 하네요 폰도 여러대 개통 되었고 대리점도 여러곳 개통된 폰으로 국제 전화 및 소액결제로 사기를 쳤다고 하네요 법적으로 정신지체자는 자신의 부모나 보호인이 없이는 개통이 불가능한데 고등학생 여러명이 그 사촌오빠를 대리고 가서 개통했다고 하네요 개통된 폰은 물론 그들이 가져가 버렸고 여튼 이 사기꾼 애들 제대로 걸렸네요 대리점 말고 본사에도 소송을 걸 것 같네요 임자만난 사기꾼들 콩밥 좀 제대로 먹길,정상,,,5,14,11
20540,22356,이건 6개+젠더2개 2999원입니다,정상,,,3,5,22
20542,3249,폰 잘 안터진다고 사람들 모여서SK 대리점 불법점거해서 영업방해하는게 맞는거냐 ㅋㅋ옹호도 적당히 해야지,정상,,,2,7,17
20544,10850,"작년 12월 출연요청으로 나갈 준비하다가 내외부 의견 조율로 안나간다고 고사하니 성소수자 여성인권 운운 하면서 비난 어떻게 해도 똥 뿌릴거 뻔하지만 나가서 의견 개진하는게 더 나을 수도 윤석열 토론하자 던 이재명, 소수자 이슈 유튜브 출연 왜 피할까",정상,,,6,7,8
20546,14624,신발안살꺼에요,정상,,,2,10,0
20548,26989,인공지능에 히든처리 되었습니다 이미지를 보시려면 너굴맨을 클릭해 주세요 이미지 보기 너굴맨 클릭 너굴맨 설정 0 2MB 싹뚝,정상,,,3,0,1
20549,1083,사람은 죄악을 인식하고 반성이나 비판하며 고쳐나가야 하는데 여기 사람들은 인식하는 단계에서 멈춰있는거 같아,정상,,,9,19,3
20550,12332,언수외 탐구만 잘하는거랑 세상머리는 전혀다른듯,정상,,,9,0,1
20551,28107,이재명 장애인 민원인들 무시하고 직원 갈구는 영상 인성 어우야 ㅎㄷㄷ하네요 평소 어떻게 민원인을 대하는지 잘 알겠습니다 에라이,정상,,,8,7,8
20554,13009,3편짜리 OVA로 짧게 끝나버려서 서사고 뭐고 없는게 크지 마징카이저 OVA도 편수는 비슷했지만 대신 주인공이 코우지하고 테츠야였으니까 SKL은 처음 보는 애들이 마징카이저 타고 나와서 그냥 싸우다가 끝나버림,정상,,,7,17,10
20557,27832,죄다 유충으로보일텐데,정상,,,2,13,24
20559,4549,운지는 기본에 좌빨에다가 홍어라는 각종 정치 관련 드립들이 어린 아이들 입에서 튀어나오는거보면 한숨만 나오더군요 일 들의 쓰레기같은 문화가 어린애들 다 버려놨습니다 덕분에 요즘 애들끼리 진지하게 정치이야기하면 말도 안 통하죠,맥락적 정상,"['정치', '지역']","['진보계열', '호남권']",8,3,19
20562,10317,이런거보면 역시나 아직도 대한민국 국민수준 멀었다고 느껴지네요 쩝,정상,,,0,0,19
20564,18572,ㅠㅜ,정상,,,3,6,12
20565,12206,에반데,정상,,,3,18,25
20566,22631,극의 큰 줄기를 개박살내네 ㅋㅋ 그럼 자베르 자살한건 실연의 아픔때문이었냐 ㅋㅋ,정상,,,5,17,26
20568,16161,나쵸네이터 페미네이터 러브네이터 82톤 싫어서 닼페 찾던 친구들은 괴리감 장난 아니겠는걸 캡마 VS 샤잠 본다,정상,,,7,5,1
20571,24716,호떡도매상리카 원래 인생엔 드라마틱한 결말이 별로 없으니깐,정상,,,7,17,2
20576,2573,ฅʕ•͡ε•ʔฅ ♿ ฅʕ•ﻌ•ʔฅ,정상,,,3,6,12
20580,9460,"황장엽도 왔다 닮았다 이렇게 많다 전부 북한군이다 봐라 북한군이다 9살짜리 북한 공작원이다 살인기계다 최룡해는 대한민국에 살고있다 어쨌든 최룡해다 수매양정성 추곡수매담당 문응조 대한민국 거주중 아무튼 문응조다 이런 주장 그냥 웃긴게 아니다 올해 2월 공청회 에서도 했다 이분들 진지하다 이자리를 빛내주신 현역 의원님들 어제 5 7 방영된 PD수첩입니다 MBC채널에서 공식으로 올렸습니다 오마이뉴스에 대한 개인적 생각 숙대는 김순례 규탄 성명을 냈고 일부의 반발로 철회했습니다 개인적으로 서울대 나온 남자 김진태 와 숙대 나온 여자 김순례 로 나눠 생각하는 것이 아닌 김순례를 규탄하려 했던 숙대의 정상인과, 그것에 대해 반발한 숙대 일부의 졸업생, 재학생으로사안을 바라봐야 한다고 생각합니다 젠더위주의 시각의 문제는 단순히 불필요한 대결구도를 만드는데서 끝나는게 아니라 그나마 양심있고 건강한 이들을 외면하게까지 만든다는 점에서 최악의 관점입니다 적폐와 젠더갈등 뭐가 우선이냐, 적폐청산이 먼저다, 둘다 같이 해결해야 한다 어떠한 의견도 용인가능하지만 그와중에 공통의 적은 젠더적 관점으로 적폐청산을 바라보게 하는 무리 젠더적 이해관계로 적폐청산을 이해하게 만드는 무리 입니다",정상,,,8,3,9
20583,20138,우리 정부가 유엔 인권이사회의 사형제 폐지 대체복무제 도입 등 97개 권고를 불수용하기로 했습니다 현지시간 16일 제37차 유엔인권이사회 총회에 참석 중인 77개 NGO 모임에 따르면 정부는 지난해 국가별 정례 인권 검토 UPR에서 나온 총 218개 권고 중 121개를 수용하고 97개는 불수용하겠다고 밝혔습니다 성 소수자 인권 관련 23개 권고는 모두 불수용했습니다 한국은 지난해 11월 9일 세 번째 UPR 심의를 받았습니다 UPR은 4년 6개월마다 유엔 회원국의 전반적 인권 상황을 검토하고 개선사항을 권고하는 회의로 2008년 도입됐습니다 UPR 워킹그룹은 정부 보고서 시민사회 보고서 및 NGO들과의 소통을 통해 구체적인 권고 사항을 선정합니다 지난해 UPR 심의에는 박상기 법무부 장관이 수석 대표로 대표단을 이끌고 참석해 한국 정부의 입장을 밝혔습니다 당시 박 장관은 양심적 병역거부에 대한 의견을 무겁게 받아들인다며 국회에도 관련법이 제출된 만큼 대체복무제는 사회적 논의를 바탕으로 실질적 논의를 진행하겠다고 말했으나 정부 의견은 불수용 쪽으로 정리됐습니다 지난해 11월 UPR 심의를 받은 국가들은 권고 수용 여부를 3월까지 인권이사회에서 알려야 합니다 포괄적 차별금지법 제정과 낙태죄 폐지 명예훼손죄 비범죄화 등의 권고도 사회적 논란 과 사회적 합의 를 이유로 불수용하기로 했습니다 국제노동기구 4대 핵심협약 비준 인종차별 금지 집회와 시위의 자유 권리 보장 등은 수용 의사를 밝혔습니다 UPR에 NGO 보고서를 작성한 77개 단체는 성명에서 인권은 합의의 대상이 아니며 정치적 선언으로 해결되는 것이 아니다라면서 수용 권고는 구체적 이행 계획을 제시하고 불수용 권고에 대해서는 사회적 합의를 끌어내려는 노력을 해야 한다고 촉구했습니다,정상,,,8,7,8
20584,28574,도대체 이 구간은 어떻게 탈출하는 것인가 알면 아재인증,정상,,,2,0,25
20589,8682,가짜뉴스 진원지죠 유튜브랑 카톡방이ㅋㅋㅋ 문제는 언급하셧듣이 그걸 중장년층부터 믿는다는거고,정상,,,5,2,5
20596,13046,역시 자유를 위해 싸우는 진정한 중국인,정상,,,0,8,15
20597,5436,이제 또 동장군님 오시면 서로 한동안 소강상태 될거같긴한데,정상,,,2,10,0
20602,20586,걍 2차 예약 좀 제발,정상,,,2,18,7
20605,2643,아님 말고,정상,,,3,18,23
20606,17382,"커버사이드 그쵸 강압적인 교화방식이 문제인거죠 근데 님이 글 올리실때 여자들은 패야된다 역시 개독교 이건 아니라고 보는거죠 저는 원죄얘기하시는데 님이 얘기하신대로인간 모두에게 있는게 원죄라면, 그게 남녀 구분 없이 적용되는데 저긴 여자만 싸잡으니 저는 저 기사에 나온 사이비교회가 지들 꼴리는데로 해석한거같다 사이비 같은데 한거죠 ㅎ 이성 비이성얘기도 하셨는데 님 말씀대로 정도의 차이가 있으니 어느정도 이성적인 교회도 많이 있겠죠 하지만 애초에 종교라는게 현세의 삶도 얘기하지만 내세를 얘기 안할수가 없기 때문에 이성적인 종교 자체가 있는가라는 생각도 드네요ㅎ",맥락적 정상,['종교'],['기독교계'],4,4,27
20608,9638,로요일에 방송이없다니 넘아쉽습니다ㅠㅠㅠ 그나저나 역시 초카콜라ㅋㅋㅋ,정상,,,9,10,14
20609,25212,알페스 없이 팬덤을 아이돌 산업의 고민,정상,,,7,5,2
20610,20013,크리떠도 리스크 감수할 만큼 센게 아닌데? 그저 분탕질하려고 아주,정상,,,7,0,1
20611,16779,미국과 중국 사이에서 중립 ㅋㅋ아이고 중립국이네 하면서 걔네들이 그냥 두고 보고만 있겠냐사사건건 양쪽에 휘둘리는 것보다 한쪽에 붙어서 친목질하는게 백번 옳은 거지,정상,,,0,8,15
20614,2992,남이 나한테 태클을 걸면 할 무진장 많지만 인정하는 게 편함 맞던간에 틀리던간에 방에서 이불 둘러쓰고 구석에서 울고,정상,,,5,9,26
20615,1956,"솔직히 한국 사람 중에 중국 좋아할 사람이 얼마나 있겠냐마는 ㅋㅋㅋ착짱 그런 드립 막 쓰이는 거 같은 건 좀 우려스럽긴 하더라고요 애초에 그거 미국에서 인디언 학살한 놈이 좋은 인디언은 죽은 인디언 뿐이다 라고 한 말에서 나온 바리에이션이라 태생부터가 헤이트스피치입니다 달리 생각하면 중국, 중국인들이 그동안 어그로를 엄청 끌어댔으니 이렇게까지 폭발하는갑다 싶기도 하고 사실 대상이 뭐든 혐오 정서가 만연한 게 사회적으로 좋진 않은데 말입니다 이정도 얘기만 해도 너 짱개냐 하고 욕 엄청 달리더군요 ㅎㅎ",맥락적 정상,['성소수자'],['중국'],0,8,15
20619,10084,멍멍이 이 사람들 제정신인가,정상,,,9,9,3
20620,19387,"전광훈, 연일 논란성 발언 교회가 분풀이 먹잇감인가 전광훈, 연일 논란성 발언 교회가 분풀이 먹잇감인가 서울 뉴시스 정윤아 기자 전광훈 사랑제일교회 목사가 3일 부당하게 코로나19 주범으로 몰리고 예배금지를 당한 전국 교회들은 서둘러 이 정부의 불의에 힘모아 싸워야한다 고 주장했다 전 목사는 코로나19 치료를 받고 퇴원한 전날에도 기자회견을 열어 앞으로 한달의 기간을 문재인 대통령에게 줄테니 국민들에게 사과하라 한달 뒤 제가 목숨을 던지겠다 검찰이 이미 한참전에 보석 취소 요청하였는데 법원은 아직도 판단 안내리고 있네요",정상,,,4,4,8
